id,userName,text,profileUrl,avatarUrl,date,created_time
13055023351,ajigapapa09_,Bismillah hoki seumur hidup ke pake @pricedanz @deannova_arrauf17 @selimut_tetanggamu,https://www.instagram.com/ajigapapa09_/,https://instagram.fsub8-2.fna.fbcdn.net/v/t51.2885-19/433098587_1610435489808055_5928704291695826997_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsub8-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=_1uzJk5esVkAb7_42Zb&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfBM-7QA5xz9E11AgBkvNX-QiZRgpEcN2c950RsdMNb6sA&oe=661B4E58&_nc_sid=0985b0,2024/04/09 22:43:45,2024-04-09 22:43:45
8733911541,_mossi14,Semoga makin maju min dan semoga menjadi paling teratas dari semua store lain nya,https://www.instagram.com/_mossi14/,https://instagram.fsub8-1.fna.fbcdn.net/v/t51.2885-19/257333372_222378329980094_2842958612023410102_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsub8-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=eijVKoL9ecEAb6MKnl6&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfARVY_cl4VVkD2op7m7SWUr6fcKizvbjFPWwV2HRQPNrg&oe=661B3580&_nc_sid=0985b0,2024/04/09 22:44:00,2024-04-09 22:44:00
8411704156,sptiana.rian_10,Makin gede store nya @dwiantaa_sh08 @ahdimulyana9 @ejaleja_,https://www.instagram.com/sptiana.rian_10/,https://instagram.fsub8-2.fna.fbcdn.net/v/t51.2885-19/348841650_1215735389082329_4113664587425785484_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsub8-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=X8zJF7if5dIAb6vMajv&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfA2MYytslOUgjg6_hISnORjR1mmVAmsOwyTg22nHaDygA&oe=661B29BD&_nc_sid=0985b0,2024/04/09 22:44:45,2024-04-09 22:44:45
39310133090,afnce21,Semoga bisnisnya tmbah barokah minn😍,https://www.instagram.com/afnce21/,https://instagram.fsub8-1.fna.fbcdn.net/v/t51.2885-19/361924385_644637971018918_7086500986193858710_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsub8-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=mbN1bqagskcAb6Qc9d1&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfBLcObQHdNV14oMfdkTRUR4v5LrzTL2fbdJ3CFq5N8tAA&oe=661B520E&_nc_sid=0985b0,2024/04/09 22:45:04,2024-04-09 22:45:04
55651392239,_boboooiiyy,Bismillahirrahmanirrahim untuk @rapspoint dan @jokiraps  di mudahkan rezekinya dan sukses selalu 🙌 @_alpnnnrzkyyy @888813ass @anggaprasetyo0105,https://www.instagram.com/_boboooiiyy/,https://instagram.fsub8-2.fna.fbcdn.net/v/t51.2885-19/433392519_3131559566980709_2642460355778450640_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsub8-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Jv0IJdZfpSAAb6BOatp&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfBU20TShYOTcH5d-SnAFPc4QQjMQsctM79b6mEJGy6gQw&oe=661B2822&_nc_sid=0985b0,2024/04/09 22:45:11,2024-04-09 22:45:11
33857635363,wahyuk_why,Bismillah yaalahhhhh,https://www.instagram.com/wahyuk_why/,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-19/433062054_24916068368040512_7590608473077766907_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=mccm8XxYiLkAb7CB0Gb&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfATDpjyHtyINKZuMHzrnOHGfw3Y-vlABM5nJ0sHKOe4-g&oe=661B38B4&_nc_sid=0985b0,2024/04/09 22:45:22,2024-04-09 22:45:22
22236600303,semsem_1789,semoga dapet aminnn menyala terus rapspoint @claudiovb_ @Zikry @kennardregnos,https://www.instagram.com/semsem_1789/,https://instagram.flko10-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.flko10-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DU6E6mKi0EgAb6XxitF&edm=ALlQn9MBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfDfoodn09v-PzgjVCRjJhmYUFWH0ly0yQhVa3Uaa6M63Q&oe=661B3C0F&_nc_sid=e7f676,2024/04/09 22:45:58,2024-04-09 22:45:58
62831528858,orangasia24,Bismilah pengen beli akun ml spek gacor,https://www.instagram.com/orangasia24/,https://instagram.flko10-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.flko10-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DU6E6mKi0EgAb6XxitF&edm=ALlQn9MBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfDfoodn09v-PzgjVCRjJhmYUFWH0ly0yQhVa3Uaa6M63Q&oe=661B3C0F&_nc_sid=e7f676,2024/04/09 22:45:59,2024-04-09 22:45:59
34273428794,mana_ikan.bilisnya,"Sehat""abang rapspoint🔥 @fhxx5504 @bip_3006 @xoxo_46r5",https://www.instagram.com/mana_ikan.bilisnya/,https://instagram.fsub8-2.fna.fbcdn.net/v/t51.2885-19/322657529_1152632632279651_6851514179272134358_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsub8-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=SIEs6yqbLL0Ab5oXSbw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfCr8F0EzzxJmt02DAGsuh8Uv-hsvk-5SG0RgA77lK6FQg&oe=661B3DFA&_nc_sid=0985b0,2024/04/09 22:46:31,2024-04-09 22:46:31
5864599404,william.iverson_,"Smoga Rapspoint makinn Gachorrrrr🔥🔥, Gaskeunnn 🔥💯... @steve.iversonn_ @mzxlviii @whit3_iverson",https://www.instagram.com/william.iverson_/,https://instagram.fsub8-2.fna.fbcdn.net/v/t51.2885-19/343745379_932752114597477_2322197874656498829_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsub8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=RyeZnOsaLGkAb7LE6eu&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfAu_e6SUCx0c-CtPr3c58C5-w4KNX4NPCmn5ijwAKDBAg&oe=661B22A6&_nc_sid=0985b0,2024/04/09 22:46:37,2024-04-09 22:46:37
